Id,Sex,НЕВЕРОТН 1  Невероятные приключения итальянцев в России,ТЕЛОХРАН 2  Телохранитель,КАВКАЗСК 3  Кавказская пленница или Новые приключения Шурика,ПТЫЙ_ЭЛЕ 4  Пятый элемент,ТЕРМИНАТ 5  Терминатор,КРЕПКИЙ 6  Крепкий орешек,ПОЛИЦ_АК 7  Полицейская академия,ЧУЖИЕ 8  Чужие,КРОКОДИЛ 9  Крокодил Данди,ЗДРАВСТВ 10  Здравствуйте  я ваша тетя!,ИРОНИ_СУ 11  Ирония судьбы или с легким паром,КРАСОТКА 12  Красотка,МАТРИЦА 13  Матрица,ТИТАНИК 14  Титаник,К_9 15  К-9,НАЗАД_В 16  Назад в будущее,САМА_ОБА 17  Сама обательная и привлекательна,БЛИЗНЕЦЫ 18  Близнецы,СОБАЧЬЕ 19  Собачье сердце,СОБАКА_Б 20  Собака Баскервилей,МЕСТО_ВС 21  Место встречи изменить нельзя,ГОРЕЦ 22  Горец,СЛУЖЕБНЫ 23  Служебный роман,ОС_РЫБ 25  Особенности национальной рыбалки,ОС_ОХОТЫ 26  Особенности национальной охоты,ДЕСТЬ_НЕ 27  Десть негритят,ТЕРМИНA2 28  Терминатор 2: судный день,ВОКЗАЛ_Д 29  Вокзал для двоих,ГЕНИЙ 30  Гений,ИВАН_ВАС 31  Иван Васильевич меняет профессию,РОККИ 32  Рокки,ОДИН_ДОМ 33  Один дома,САМОГОНЩ 34  Самогонщики,ОБЫКНОВЕ 35  Обыкновенное чудо,В_БОЙ_ИД 36  В бой идут одни старики,ПАРК_ЮРС 37  Парк Юрского периода,МОСКВА_С 38  Москва слезам не верит,БЕЛОЕ_СО 39  Белое солнце пустыни,ЛЮДИ_В_Ч 40  Люди в черном,ОДИН_ДМ2 41  Один дома 2: потерянный в Нью-Йорке,ХИЩНИК 42  Хищник,ВСПОМНИТ 43  Вспомнить все,ИНТЕРДЕВ 44  Интердевочка,ЧЕЛЮСТИ 45  Челюсти,ЛЕОН 46  Леон,ПОЛИЦ_ДС 47  Полицейский из детского сада,ОТ_ЗАКАТ 48  От заката до рассвета,ПРАВДИВА 49  Правдивая ложь,АРМАГЕДД 50  Армагеддон,А_ЗОРИ_З 51  А зори здесь тихие,ДВОЙНОЙ 52  Двойной удар,МАСКА 53  Маска,БЛЕФ 54  Блеф,ДЕНЬ_СУР 56  День сурка,БЕГУЩИЙ 57  Бегущий человек,ЗИМН_ВИШ 58  Зимняя вишня,ТУТСИ 59  Тутси,НА_ДЕРИБ 60  На Дерибасовской хороша погода или на Брайтон Бич всегда идут дожди,ТРИ_ПЛЮС 61  Три плюс два,ЧАРОДЕИ 62  Чародеи,БАБНИК 63  Бабник,ЗУБАСТИК 64  Зубастики,ИГРУШКА 65  Игрушка (Франция),ВЫСОКИЙ 66  Высокий блондин в черном ботинке,ГАЗОНОКО 67  Газонокосильщик,ЧЕЛОВЕК 68  Человек дождя,МАЛЕНЬКИ 69  Маленький гигант большого секса,ПОКРОВСК 70  Покровские ворота,КРЕПК_2 71  Крепкий орешек 2,СИБИРСКИ 72  Сибирский цирюльник,МОЛЧАНИЕ 73  Молчание ягнят,ЭКИПАЖ 74  Экипаж,КОММАНДО 75  Коммандос,ФОРРЕСТ 76  Форрест Гамп,ДОРОГА_ 77  Дорогая  я уменьшил детей,УКРОЩЕНИ 78  Укрощение строптивого,ПРОФЕССИ 79  Профессионал,ДЖУМАНДЖ 80  Джуманджи,ГОРЧИЕ_Г 81  Горячие головы,ПОСЛЕДНИ 82  Последний бойскаут,ДЖЕНТЛЬМ 83  Джентльмены удачи,СПИСОК_Ш 84  Список Шиндлера,В_ДЖАЗЕ 85  В джазе только девушки,ЗВЕЗДНЫЙ 86  Звездный десант,ОТПЕТЫЕ 87  Отпетые мошенники,АДВОКАТ 88  Адвокат дьявола,ПАПАШИ 89  Папаши,ЕСЛИ_НАС 90  Если наступит завтра,В_ЗОНЕ_О 91  В зоне особого внимания,ГРЗНЫЕ_Т 92  Грязные танцы,СОРОК_ВО 93  Сорок восемь,ЗАХВАТ 94  Захват,БЕТХОВЕН 95  Бетховен,ДОСПЕХИ 96  Доспехи Бога,ЧАСТНЫЙ 97  Частный детектив или операция-кооперация,ШЕСТОЕ_Ч 98  Шестое чувство,СКАЛОЛАЗ 99  Скалолаз,ГАРАЖ 100  Гараж,МЭВЕРИК 101 Мэверик,ИНТРОВЕР 102 Интроверсия-Экстраверсия (тест Айзенка),ЭМОЦИОНА 103 Эмоциональная устойчивость-Невротизм (тест Айзенка),E_I__КЕЙ 104 E/I (тест Кейpси),S_N__КЕЙ 105 S/N (тест Кейpси),T_F__КЕЙ 106 T/F (тест Кейpси),J_P__КЕЙ 107 J/P (тест Кейpси),ЗАМКНУТО 108 Замкнутость-Общительность (тест Кэттелла),УРОВЕНЬ 109 Уровень интеллекта (тест Кэттелла),ЭМОЦИОНА 110 Эмоциональная неустойчивость-Устойчивость (тест Кэттелла),НЕДОБРОС 111 Недобросовестность-Высокая совестливость (тест Кэттелла),ПОДЧИНЕН 112 Подчиненность-Доминантность (тест Кэттелла),ОЗАБОЧЕН 113 Озабоченность-Беспечность (тест Кэттелла),РОБОСТЬ_ 114 Робость-Смелость (тест Кэттелла),ЖЕСТКОСТ 115 Жесткость-Чувствительность (тест Кэттелла),ДОВЕРЧИВ 116 Доверчивость-Подозрительность (тест Кэттелла),ПРАКТИЧН 117 Практичность-Мечтательность (тест Кэттелла),ПРМОЛИНЕ 118 Прямолинейность-Дипломатичность (тест Кэттелла),САМОУВЕР 119 Самоуверенность-Тревожность (тест Кэттелла),КОНСЕРВА 120 Консерватизм-Радикализм (тест Кэттелла),ЗАВИСИМО 121 Зависимость от группы-Самостоятельность (тест Кэттелла),НИЗКИЙ_В 122 Низкий-Высокий самоконтроль поведения (тест Кэттелла),РАССЛАБЛ 123 Расслабленность-Напряженность (тест Кэттелла),IQ 124 IQ,ВЕРБАЛЬН 125 Вербальный интеллект,ЧИСЛОВОЙ 126 Числовой интеллект,ПРОСТРАН 127 Пространственный интеллект,РАВЕН 128 Невербальный интеллект (тест Равена),ОСВЕДОМЛ 129 Осведомленность (тест Амтхауэра),КЛАССИФИ 130 Классификация (тест Амтхауэра),АНАЛОГИИ 131 Аналогии (тест Амтхауэра),ОБОБЩЕНИ 132 Обобщение (тест Амтхауэра),МАТЕМАТ1 133 Математические способности (практическое мышление) (тест Амтхауэра),МАТЕМАТ2 134 Математические способности (теоретическое мышление) (тест Амтхауэра),КОМБИНАТ 135 Комбинаторное мышление (тест Амтхауэра),ПРОСТРАН 136 Пространственное воображение (тест Амтхауэра),ЗАПОМИНА 137 Запоминание и воспроизведение информации (тест Амтхауэра),ВОЗPАСТ 139 Возpаст,AGE_CAT 139,ОБPАЗОВА 140 Обpазование,EDU_CAT 140,УPОВЕНЬ 141 Уpовень доходов,АСИММЕТP 142 Асимметpия полушаpий,АКТИВНОС 181 Активность и сила (ЛД),ДОБРОСЕР 182 Добросердечность (ЛД),ТРУДОВЫЕ 183 Трудовые качества (ЛД),ОБЩА_ОЦЕ 184 Общая оценка (ЛД),ОБЩИТЕЛЬ 185 Общительность и эмоциональность (ЛД),АНЕКДОТЫ 186 Анекдоты (оценка чувства юмора),ТЮФ 187 ТЮФ (оценка чувства юмора),ФОТО_СPЕ 188 Фото-сpедняя оценка,ФОТО_СКО 189 Фото-СКО,ФОТО_ЗАН 190 Фото-занижение-завышение оценки,РУКА_ПЕР 191 Рука-переплетение пальцев рук - ведущая,РУКА_ИМИ 192 Рука-имитация аплодисментов - ведущая,РУКА_СКР 193 Рука-скрещивание рук на груди - ведущая,HОГА 194 Hога - ведущая,ГЛАЗ 195 Глаз - ведущая,РУКОЙ_ПИ 196 Рука  которой пишут,ПЕРЕУЧИВ 197 Переучивали ли писать  если левша,САМООПPЕ 198 Самоопpеделение пpавша-левша,БОК_ПРЕД 199 Бок  на котором предпочитают спать,ГЛАЗ_У_В 200 Глаз  который обычно шире открыт
56,1,6.5,6.5,9,7,6,7,4,8,6.5,10,9,7,9,5,,6.5,,,9,8,10,8,10,,8,6.5,9,,,9,5,4,7,9,10,5,10,11,7,5,7,6,6,,9,7,6,,,9,,8,8,9,7.5,,8,3,,5,,,10,7,6,7,3,11,7,6.5,9,8,6.5,9,4,4,10,6,,,10,,8,7,,7,,,,,,,,,,,,,6,9,12,1,3,7,3,7,7,7,4,6,3,4,7,2,12,3,7,5,6,2,2,162.5,177.5,170,144.4,131,19,15,17,17,20,20,17,20,20,27,3,5,3,2,1,-1.681,1.268,-1.713,-0.386,0.03,,3.62,4.384,1.692,-0.144,1,1,1,1,2,3,2,3,2,3
57,2,6,7,6,,7,8,5,10,6,6,6,7,10,,8,,7,5,6,7,8,9,7,,10,7,9,5,5,6,7,10,7,5,7,,8,7,,8,8,8,7,10,7,7,5,6,,5,7,10,5,,5,10,6,7,,7,,7,7,6,,,,5,7,10,7,5,,,5,6,7,6,5,,5,,6,,5,7,7,,7,8,5,8,7,5,,,8,,,10,14,2,12,8,13,4,5,3,5,4,7,5,3,6,8,4,10,6,9,10,6,,,,,73,14,10,,,,,,,,23,2,3,1,2,0,0.339,-0.092,-0.314,-0.3,-2.105,,3.24,3.016,1.863,-1.179,1,1,1,1,1,1,4,1,2,2
58,2,6,6,7,8,6,7,6,7,10,6,6,6,6,6,7,6,6,,7,6,5,,5,5,6,5,6,6,5,7,,4,6,6,8,,5,7,,5,5,6,5,7,6,,8,,4,5,5,6,5,,6,5,6,4,6,6,1,,5,5,4,5,3,6,6,9,5,6,5,,,6,6,,,6,,,8,,,,,7,5,,,,,,,6,,,,16,18,4,8,8,16,4,7,3,0,5,6,6,4,5,5,5,9,4,8,9,6,140,,,94.08,100,17,15,16,7,16,,19,,,28,3,5,3,1,3,-0.399,-1.88,0.613,-0.331,-0.005,6.615,7,4.783,1.14,0.281,1,1,2,2,2,,,,,
59,1,8,5,10,7,7,8,7,1,5,5,9,5,7,6,6,5,7,5,12,9,9,8,8,9,9,5,7,6,7,8,7,9,9,5,8,1,9,8,7,8,5,5,5,1,5,7,9,7,9,7,5,5,10,5,5,5,5,8,7,10,7,5,7,5,5,5,5,9,7,9,7,6,5,7,5,10,6,5,2,5,,5,5,1,5,7,5,5,5,,5,,,5,,9,,,5,10,12,2,19,15,14,9,5,7,9,4,8,5,8,3,8,6,5,4,4,8,4,102.5,,117.5,,,,,,,15,,,20,20,19,1,4,2,1,,,,,,,7.173,,3.161,1.868,-0.943,,,,,,,,,,
60,1,8,8,7,8,6,7,6,7,5,7,9,7,9,9,6,7,6,6,7,7,8,7,7,7,7,6,7,8,6,7,6,7,6,8,8,7,7,7,7,6,6,7,4,6,9,7,7,5,5,,6,9,7,8,7,7,8,3,,6,4,,8,7,6,9,6,8,7,8,8,6,6,10,,,8,7,7,7,,8,8,,,,,,5,,,,,6,,,,,,12,14,3,6,12,18,6,6,7,6,4,8,9,11,3,6,6,5,9,6,11,7,157.5,152.5,,,,16,14,15,16,17,18,14,20,20,27,3,,,,0,,,,,,6.712,7.02,1.667,0.471,-3.005,1,1,1,1,1,1,4,1,3,2
61,2,8,8,5,5,6,8,7,6,5,8,7,11,8,5,8,7,9,6,9,7,8,7,10,8,7,8,7,4,9,8,3,10,5,7,5,9,10,7,7,5,3,4,4,7,6,6,9,4,6,5,5,7,6,9,5,7,6,6,8,6,9,5,6,6,9,11,4,6,8,12,12,6,4,11,8,7,7,7,8,7,,9,8,5,5,,6,10,5,,7,,,8,,9,,,5,,,8,17,8,16,12,5,8,4,8,6,8,6,2,7,4,4,2,6,5,2,115,132.5,,,117,,,,,,,,,,19,1,4,2,2,,,,,,,5.865,,4.217,1.02,-0.233,,,,,,,,,,
62,1,5,7,6,8,6,7,6,6,7,6,5,,,,6,9,6,7,,7,,8,4,6,,7,7,5,9,5,7,8,6,7,6,7,5,6,,6,7,8,7,5,8,7,8,9,,5,5,7,4,,7,6,6,7,5,5,,3,4,5,7,7,,5,9,,6,5,6,,7,4,8,7,7,7,7,,8,6,5,11,5,,,5,6,7,6,5,6,,7,,,12,12,4,12,8,14,9,4,7,7,3,9,7,5,8,8,7,7,10,6,10,6,,,,133.52,115,,,,,,,,,,23,2,2,1,2,3,0.011,-0.001,-0.005,-0.017,0,5.904,,3.79,2.144,-0.519,1,2,1,2,2,,,,,
63,1,8,6,7,3,7,7,3,7,6,7,8,10,3,12,4,4,4,5,8,6,7,3,8,4,5,6,7,6,2,6,4,7,7,8,8,3,7,6,4,6,2,7,3,3,4,2,2,8,3,8,2,10,7,9,2,6,4,8,5,6,4,1,8,6,5,9,2,5,5,11,8,7,6,11,3,6,4,8,5,5,8,10,6,3,8,11,7,4,5,,6,6.5,7,3,4,6,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4,6,4,2,3,-0.339,0.402,0.243,0.11,-0.201,,3.26,4.794,1.345,0.439,1,2,2,2,1,1,4,1,3,1
64,1,7,7,6,7,6,7,6,6,7,6,6,6,9,6,7,7,6,7,6,6,6,7,5,6,7,7,6,4,7,8,6,7,6,7,7,8,6,7,8,6,6,6,5,7,8,6,8,6,6,6,7,7,7,6,6,5,6,4,5,7,6,4,7,7,6,6,5,5,7,5,7,5,6,7,7,7,7,8,8,7,,7,6,7,7,,7,7,6,,7,,,6,,7,,,7,15,3,8,16,15,15,,,,,,,,,,,,,,,,,145,142.5,137.5,137.6,117,,,,,,,,,,32,4,5,3,2,2,0.589,0.325,0.968,-0.902,0.41,6.827,6.16,4.114,1.358,-0.192,1,2,1,2,1,1,4,1,2,2
65,1,6,6,5,6,6,5,4,5,,7,10,7,,7,5,7,5,,10,7,10,,8,2,4,5,7,6,4,6,5,,5,8,,6,8,6,3,,5,4,6,,8,,7,3,6,8,5,4,7,7,,4,4,1,,3,2,,5,,,9,4,7,5,9,8,5,5,,,6,,5,6,5,6,8,,,7,,4,,,,6,4,,3,,,4,6,,12,7,2,17,16,13,12,7,7,6,3,5,8,7,4,8,8,2,7,6,8,4,115,155,120,137.6,69,17,19,15,15,15,18,18,20,20,28,3,6,4,,1,,,,,,5.635,3.92,4.605,1.06,0.317,1,1,1,1,2,,,,,
66,1,7,7.5,9,10,7,4,3,7,7,8,8,7.5,9,8,6,8,6,4,10,,,8,,,,,8,,,9,6,8,9,,,7,6.5,10,,7,6.5,7.5,,7,8,3,6.5,9,4,,2,7,,7.5,7.5,,9,6.5,7,,,5,7.5,,6,10,,,3,,11,,6.5,10,7,8,9,7,6.5,2,9,,8,7.5,,,7,,,8,,6,7,6.5,7,,6,8,,11,19,,,,,6,6,3,7,3,3,6,10,8,9,7,7,10,9,2,8,137.5,142.5,,,119,16,10,16,17,19,17,20,20,17,,,,,,2,-0.023,-1.752,-1.298,-0.809,0.271,5.404,5.64,3.775,1.34,-0.582,1,2,2,1,1,1,4,1,2,3
67,2,6,10,10,10,7.8,7.8,,8,8,9.7,9.5,8.8,10,12,,8.8,9.7,8,10,10,10,,9,,8.7,9,,8,9,10,7,9,8,9,7.5,10,9,9,9,,,,8.7,8,8,8,6.5,8.8,8.8,8.9,,10,9,8,,8,8,,6,7,3,,8.7,8,9.8,10,3,8,,5,8,,,9,,9,8,,8.5,,10,,9.5,,,,8.5,10,,9,,,8,8,,9.7,,7,,,,6,4,5,6,7,7,8,7,7,5,9,10,3,11,7,8,11,7,6,6,115,160,,,89,14,14,16,17,10,10,16,,,33,4,5,3,,2,-0.473,-0.36,-0.648,0.83,0.421,5.481,4.42,4.787,1.15,0.476,1,2,2,1,1,,,,3,
68,1,7.5,5,9,10,6,6.5,6,6,7,6.5,9,5,9,,6,6.5,6,6,7.5,7.5,9,6.8,7,6,7.5,6,6.9,7.5,5,8,,6.5,8,8,6.5,7,7,8,8,6.7,6,7,6,,7,6,6.5,7,,7,5,,,,5,6.5,6.9,5.9,4,6.5,6,,9,7,7,,6.1,5,5,4,8,7,6,10,7,7,6.9,8,6.5,,8,,7,6.5,10.5,,6,,7,6,,5,5,7,6,,,7,,12,12,8,17,14,17,8,6,5,6,5,6,8,3,6,5,4,6,2,9,7,7,,,,140.32,86,,,,,,,,,,31,4,5,3,2,2,0.169,-0.36,0.073,0.222,-0.219,6.673,3.42,4.27,1.641,-0.043,,,,,,,,,,
69,1,10,5,10,2,4,9,3,4,4,11,12,1,5,1,1,4,4,1,12,11,11,1,11,1,1,3,10,7,9,10,1,1,11,11,8,5,11,12,,1,2,5,2,3,9,1,2,,,8,1,,8,,1,7,9,,,8,6,,,7,5,12,3,10,9,1,,,1,5,1,,1,1,1,4,,8,,,9,,,,1,,1,,,,,,,,,10,16,4,4,8,4,3,3,5,7,1,6,7,8,8,9,5,8,12,10,3,8,130,210,,95.44,64,17,12,16,12,10,,12,,11,33,4,5,3,2,3,-0.03,-0.099,-0.209,0.269,0.019,3.558,3.54,4.483,2.634,0.211,,,,,,,,,,
70,1,6,6,8,7,5,7,7,7,5,6,9,7,7,5,7,8,2,6,7,7,7,8,5,6,8,7,7,5,7,7,5,6,6,7,10,6,5,7,7,5,6,5,3,6,9,5,8,6,6,8,5,7,9,7,5,5,7,1,7,7,3,6,9,6,5,9,7,9,7,5,7,7,5,9,5,7,9,5,8,9,,5,8,6,9,,6,7,7,,6,,,5,,7,,,7,12,15,6,8,15,17,7,5,9,7,4,3,6,10,6,6,6,7,11,7,8,9,,,,,,16,14,,,,,,,,28,3,5,3,3,0,0.964,-1.352,0.737,-0.718,-0.088,,,,,,,,,,,,,,,
71,1,8,4,9,9,8,8,6,9,10,8,10,3,12,,10,5,5,5,4,8,9,12,6,6,8,7,7,4,6,8,4,5,8,12,12,,6,9,,6,7,5,3,7,8,4,10,7,6,6,,8,11,5,8,,,3,,10,4,7,11,11,5,4,3,4,9,,8,7,,,5,10,10,,4,,8,,8,7,,10,,,,4,,5,4,4,3,12,,6,,8,8,4,13,13,12,3,5,9,5,5,6,7,6,5,11,2,6,9,12,11,1,,,,133.52,,,,,,,,,,,27,3,5,3,1,3,0.348,-1.135,0.155,-0.161,-0.84,,,4.744,1.65,0.35,2,2,1,1,2,,,,,
72,1,7,3,10,8,3,3,3,4,2,7,7,3,9,4,4,3,4,3,3,8,9,7,7,9,10,5,3,5,6,11,2,6,9,9,11,4,8,5,3,5,2,1,5,1,9,2,9,1,3,6,3,,11,3,1,4,2,,3,2,4,2,,8,2,4,3,3,3,9,,,1,4,3,,10,3,4,4,,5,,1,3,,,2,8,,2,,,,,,,,,15,6,7,8,13,11,5,5,7,8,1,7,10,9,6,7,6,7,12,9,7,2,145,,,,98,18,12,14,,,,,,,17,1,1,1,,4,1.362,-0.887,1.042,0.116,0.219,,4.46,3.625,1.452,-0.802,2,2,2,2,1,,,,,
73,1,9,7,12,3,4,4,5,5,3,9,12,8,8,1,4,7,5,7,10,8,12,5,6,5,6,5,8,4,8,12,1,7,11,8,7,4,9,12,2,4,3,6,3,2,7,5,4,5,2,4,3,,9,5,4,6,1,,8,11,4,2,,4,6,6,3,,5,7,,,4,8,5,,9,3,5,6,,12,,5,2,,,7,4,,6,,,,,,,,,15,8,8,7,13,13,5,6,8,8,8,2,10,9,5,8,8,7,12,6,11,2,130,137.5,122.5,136.24,97,15,11,16,13,,,,,,25,2,4,2,3,4,0.114,-0.022,-1.637,0.99,-0.373,6.596,5.6,4.523,2.556,-0.025,,,,,,,,,,
74,2,7,8,6,8,6,5,6,7,7,9,10,10,6,8,5,7,10,5,6,8,7,6,10,5,5,7,6,9,5,7,4,7,6,5,6,8,9,8,7,7,6,7,6,7,8,7,7,5,8,8,5,9,8,5,7,7,10,5,5,6,6,5,8,7,5,8,6,5,5,7,8,6,6,8,5,8,8,6,5,5,,10,9,5,7,,8,9,5,,5,,,5,,9,,,5,,,,,,,7,2,8,6,8,8,7,8,6,3,8,6,4,7,6,3,,,,128.08,79,,,,,,,,,,28,3,,,,3,,,,,,,,3.714,1.623,-0.942,1,2,2,2,1,1,4,1,2,2
75,1,9.7,9,11,9,9,10,8,9.4,10,8.5,10,9,10,6,8,10,8,9.4,9,10,10,10,9,5,7,7,9.1,7,10,11,7,7,10,10,10,6,10,10,9.8,7,9,9,5,6,10,10,9,9.6,8.6,9,8,8,9,9.5,8,7,6,9.6,9.4,10,7,10,8,9,7,9.1,7,10,8,8,9,7,9.3,8,7,12,10,7,7,9.5,10,6,10,8.7,9.5,,9,6,8.8,,8,,,9,,8,,,12,16,14,7,12,14,15,8,7,11,3,6,7,10,3,5,6,4,4,7,8,8,2,,152.5,157.5,,117,17,13,18,18,,,,,,25,2,5,3,2,3,,,,,,7.981,7.28,6.414,1.587,2.17,,,,,,,,,,
76,1,8,6,7,10,6,8,7,7,6,6,9,5,4,7,7,8,8,9,12,8,9,4,8,7,6,7,12,7,11,8,5,8,7,6,9,6,8,11,8,5,6,7,8,6,12,6,12,10,8,8,5,4,7,7,8,5,6,6,7,7,7,5,12,7,5,5,7,7,7,4,4,5,6,5,5,8,6,5,5,7,,6,6,6,12,,6,5,7,,6,,,5,,5,,,5,,,1,14,13,17,7,6,7,1,3,5,9,1,8,6,8,12,5,4,6,4,115,142.5,,,94,14,,,,,,,,,25,2,5,3,1,4,,,,,,,5.36,2,0,-1.841,,,,,,,,,,
77,2,9,5,12,10,7,8,5,6,8,12,9,8,6,6,8,7,7,7,6,12,12,7,8,8,7,8,8,6,12,9,7,8,12,11,9,,7,12,7,8,7,7,6,6,6,6,6,,9,6,7,6,10,7,8,5,7,7,7,7,6,,7,10,6,,6,7,8,12,7,5,7,,5,9,,,9,,,6,10,,8,,10,8,,,,,,8,,,,,,12,16,4,8,12,16,5,5,8,6,5,10,6,7,8,7,4,7,8,11,8,6,102.5,140,140,134.88,76,15,13,15,14,13,14,17,20,17,,,,,,0,,,,,,,5.52,6.286,2.373,2.343,1,1,1,1,1,1,4,2,1,3
78,2,9,10,10,8,9,8,9,7,8,12,10,10,9,9,9,7,9,9,11,9,10,9,10,9,9,9,7,9,10,10,7,8,10,10,10,7,10,10,7,7,7,8,8,8,9,7,7,,8,10,7,9,11,7,,9,10,8,9,10,8,7,8,9,8,10,8,10,7,11,8,10,7,9,8,10,9,10,7,9,,,11,8,,,9,8,9,,,,,7,,,,,9,12,14,6,8,8,8,6,6,9,6,8,7,9,7,5,8,5,10,11,7,4,4,152.5,177.5,127.5,138.96,129,15,17,14,9,18,20,20,20,18,36,4,4,2,1,2,,,,,,7.885,4.52,,,,1,1,1,2,2,1,4,1,1,2
79,1,4,5,4,8,10,7,2,7,3,6,2,4,10,1,5,10,,8,4,4,4,10,,2,3,4,10,,6,7,4,7,5,3,5,2,3,7,8,5,5,7,,4,,6,5,7,6,3,3,7.5,,,8,,,5,,2,1,8,,5,5,,1,,5,1,,,4,,,,7,6,,3,9,,7,9,,,4,5,5,6,2,6.5,7,4,,6,7,2,,9,15,2,15,12,13,5,3,8,8,5,7,7,5,7,8,8,5,6,8,6,6,95,,90,95.44,60,11,11,8,6,,,,,,27,3,2,1,,4,0.551,-1.301,-0.265,0.065,0.349,5.731,1.04,3.744,2.283,-0.638,,,,,,,,,,
80,1,6.5,4.8,4.7,7.5,4,5,4,5,5.6,12,7,6,8,6.5,8.9,7.5,3.6,6.5,10,7,7,1,8,7.5,11,3,6,3,6.5,9.6,2,2.5,3.7,,5.5,6,6.4,8,6,2.4,5.5,,5,2.2,6.5,3.6,7.5,,7.5,6.5,4,6.8,4,7.5,2.3,,,3,7,7.5,,4,,,4,,,,5,9,4.5,7.6,5,11,,6,,4.5,5,,11.8,,,,,4,3,,6,5.5,6.6,6.8,2.5,2,,,3.4,9,,18,11,6,12,6,8,8,4,7,5,9,9,8,5,3,11,2,7,10,6,7,3,,,,,,,,,,,,,,,27,3,5,3,2,2,-0.525,0.376,-1.208,-0.284,0.559,6.019,3.36,3.742,1.846,-0.592,2,1,1,2,1,1,4,1,3,2
81,1,6,9,9,8,9,10,7,7,,7,9,,8,5,8,7,,8,8,6,7,6,7,9,9,8,7,,10,9,,8,9,8,7,4,8,9,6,4,9,8,,7,10,,4,9,9,,5,5,,12,9,,,8,,7,,7,8,7,6,,,,8,,,,,10,,,9,6,9,,9,,,5,,9,,,9,9,,9,5,7,,10,7,,,12,12,4,14,16,17,4,4,9,7,7,6,10,5,3,8,6,4,6,6,8,3,132.5,180,137.5,138.96,128,16,16,17,14,18,19,18,18,15,21,2,4,2,2,4,,,,,,7.25,5.18,7,0,2.308,2,2,1,2,2,1,4,1,3,2
82,1,10,10,12,12,8,10,8,10,10,5,7,,12,11,10,,6,,8,12,10,12,7,11,11,12,11,8,12,12,8,5,12,8,12,,11,10,11,5,10,7,7,7,10,,6,12,,,12,12,,10,,,8,9,8,11,3,4,12,6,9,,7,,9,11,12,10,9,,,10,,,6,,12,,9,9,,,10,,12,12,,10,11,12,7,12,7,,,12,18,3,12,14,17,6,3,8,5,4,10,6,8,8,9,7,9,8,7,9,4,120,167.5,102.5,134.88,125,11,13,16,17,13,16,15,20,18,26,3,5,3,2,4,,,,,,7.154,5.94,4.571,1.99,-0.168,,,,,,1,,1,,
83,2,9,6,9,7,7,7,7,7,,9,9,6,6,,,7,8,,10,7,12,5,9,8,8,7,9,7,6,9,6,7,6,10,7,7,10,7,6,6,6,8,6,,8,,9,,5,7,6,7,8,8,7,6,8,,8,9,4,6,7,6,6,,,9,7,6,,8,7,,7,7,6,,6,,,8,9,,8,,6,,,,,,,,,,,,,,,4,8,5,7,10,5,8,4,4,2,5,11,6,8,3,5,8,5,1,3,,,,,,15,13,16,16,10,12,13,19,18,30,3,5,3,2,3,,,,,,6.788,5.76,4.448,1.631,0.292,1,2,2,1,2,1,4,1,2,3
84,1,8,8,9,8,8,8,8,9,8,9,12,4,7,,8,8,8,9,10,10,11,9,10,9,9,8,8,9,9,9,8,7,8,10,10,,10,11,,7,8,7,6,7,9,8,7,8,8,10,5,8,9,,7,9,8,6,9,10,5,7,10,8,4,8,6,10,8,,,9,7,8.7,,9,9,,6,7,9,,8,,8,,8,,9,7,7,8,,,6,8,9,6,,8,11,4,4,6,12,3,7,10,6,5,6,8,8,5,10,5,6,8,8,6,5,,,,,,,,,,,,,,,28,3,5,3,,3,,,,,,6.019,,3.742,1.372,-0.568,,,,,,1,,1,2,1
85,2,10,,10,10,4,3,,3,4,10,5,1,10,,,9,10,1,10,10,10,6,5,1,1,10,8,9,,8,2,6,9,10,9,,7,7,8,7,1,,1,1,8,1,4,,5,9,1,4,5,4,3,1,1,1,7,7,1,1,4,9,2,,,9,4,5,2,9,,10,1,6,,6,1,,,,10,8,,,,,,,,,,6,,3,,,,8,11,4,4,6,2,6,2,6,7,4,7,5,11,3,8,6,7,9,9,3,5,95,145,,110.4,52,11,,,,,,,,,26,3,2,1,2,3,0.112,-0.174,0.089,-0.021,0.094,5.423,4.96,3.349,2.215,-0.858,1,2,2,2,1,1,4,1,2,1
86,2,4,6,7,8,4,4,3,4,5,7,7,6,8,4,6,9,7,,11,9,7,7,8,3,6,9,7,6,6,5,4,6,6,9,6,6,9,6,8,5,4,5,4,4,9,5,9,,8,8,5,,5,7,5,4,6,,6,7,4,7,,7,5,8,5,9,4,6,,,6,10,5,,6,,6,5,,7,,6,5,,,,5,,,,,,,,,,,13,16,6,8,3,13,11,5,11,8,6,4,9,5,3,7,4,8,10,5,4,10,,175,,,95,16,13,15,11,10,,,,,21,2,4,2,2,3,0.785,0.41,-0.639,-0.199,0.685,4.442,,4.359,1.698,0.078,1,2,2,1,2,,,,,
